t,T
0,305.817025719112
0.900000000000091,305.978242403193
1.80000000000018,305.978242403193
2.70000000000027,305.897594244033
3.59999999999991,305.978242403193
4.5,305.978242403193
5.40000000000009,305.897594244033
6.30000000000018,305.897594244033
7.20000000000027,305.897594244033
8.09999999999991,305.897594244033
9,305.978242403193
9.90000000000009,305.897594244033
10.8000000000002,305.897594244033
11.7000000000003,305.897594244033
12.5999999999999,305.897594244033
13.5,305.897594244033
14.4000000000001,305.897594244033
15.3000000000002,305.897594244033
16.2000000000003,305.897594244033
17.0999999999999,305.897594244033
18,305.897594244033
18.9000000000001,305.897594244033
19.8000000000002,305.897594244033
20.7000000000003,305.897594244033
21.5999999999999,305.897594244033
22.5,305.897594244033
23.4000000000001,305.897594244033
24.3000000000002,305.897594244033
25.2000000000003,305.897594244033
26.0999999999999,305.897594244033
27,305.897594244033
27.9000000000001,305.897594244033
28.8000000000002,305.897594244033
29.7000000000003,305.897594244033
30.5999999999999,305.897594244033
31.5,305.897594244033
32.4000000000001,305.897594244033
33.3000000000002,305.817025719112
34.2000000000003,305.817025719112
35.0999999999999,305.897594244033
36,305.897594244033
36.9000000000001,305.897594244033
37.8000000000002,305.897594244033
38.7000000000003,305.897594244033
39.5999999999999,305.817025719112
40.5,305.897594244033
41.4000000000001,305.897594244033
42.3000000000002,305.897594244033
43.2000000000003,305.817025719112
44.0999999999999,305.897594244033
45,305.897594244033
45.9000000000001,305.897594244033
46.8000000000002,305.817025719112
47.7000000000003,305.817025719112
48.5999999999999,305.817025719112
49.5,305.897594244033
50.4000000000001,305.897594244033
51.3000000000002,305.897594244033
52.2000000000003,305.817025719112
53.0999999999999,305.897594244033
54,305.897594244033
54.9000000000001,305.897594244033
55.8000000000002,305.897594244033
56.7000000000003,305.817025719112
57.5999999999999,305.897594244033
58.5,305.897594244033
59.4000000000001,305.897594244033
60.3000000000002,305.817025719112
61.2000000000003,305.817025719112
62.0999999999999,305.817025719112
63,305.817025719112
63.9000000000001,305.817025719112
64.8000000000002,305.817025719112
65.7000000000003,305.817025719112
66.5999999999999,305.817025719112
67.5,305.817025719112
68.4000000000001,305.817025719112
69.3000000000002,305.817025719112
70.2000000000003,305.817025719112
71.0999999999999,305.817025719112
72,305.817025719112
72.9000000000001,305.817025719112
73.8000000000002,305.817025719112
74.7000000000003,305.817025719112
75.5999999999999,305.817025719112
76.5,305.817025719112
77.4000000000001,305.817025719112
78.3000000000002,305.817025719112
79.2000000000003,305.817025719112
80.0999999999999,305.817025719112
81,305.817025719112
81.9000000000001,305.817025719112
82.8000000000002,305.817025719112
83.7000000000003,305.817025719112
84.5999999999999,305.817025719112
85.5,305.817025719112
86.4000000000001,305.817025719112
87.3000000000002,305.817025719112
88.2000000000003,305.817025719112
89.0999999999999,305.817025719112
90,305.817025719112
90.9000000000001,305.817025719112
91.8000000000002,305.817025719112
92.7000000000003,305.817025719112
93.5999999999999,305.817025719112
94.5,305.897594244033
95.4000000000001,305.817025719112
96.3000000000002,305.817025719112
97.2000000000003,305.817025719112
98.0999999999999,305.817025719112
99,305.817025719112
99.9000000000001,305.817025719112
100.8,305.817025719112
101.7,305.817025719112
102.6,305.817025719112
103.5,305.817025719112
104.4,305.817025719112
105.3,305.817025719112
106.2,305.817025719112
107.1,305.817025719112
108,305.817025719112
108.9,305.817025719112
109.8,305.817025719112
110.7,305.817025719112
111.6,305.897594244033
112.5,305.817025719112
113.4,305.897594244033
114.3,305.817025719112
115.2,305.817025719112
116.1,305.817025719112
117,305.817025719112
117.9,305.817025719112
118.8,305.817025719112
119.7,305.817025719112
120.6,305.817025719112
121.5,305.817025719112
122.4,305.817025719112
123.3,305.817025719112
124.2,305.817025719112
125.1,305.817025719112
126,305.817025719112
126.9,305.817025719112
127.8,305.817025719112
128.7,305.817025719112
129.6,305.817025719112
130.5,305.897594244033
131.4,305.897594244033
132.3,305.897594244033
133.2,305.897594244033
134.1,305.897594244033
135,305.897594244033
135.9,305.897594244033
136.8,305.897594244033
137.7,305.897594244033
138.6,305.897594244033
139.5,305.897594244033
140.4,305.897594244033
141.3,305.897594244033
142.2,305.897594244033
143.1,305.897594244033
144,305.897594244033
144.9,305.897594244033
145.8,305.897594244033
146.7,305.897594244033
147.6,305.897594244033
148.5,305.897594244033
149.4,305.897594244033
150.3,305.897594244033
151.2,305.897594244033
152.1,305.897594244033
153,305.897594244033
153.9,305.897594244033
154.8,305.897594244033
155.7,305.897594244033
156.6,305.897594244033
157.5,305.897594244033
158.4,305.897594244033
159.3,305.897594244033
160.2,305.897594244033
161.1,305.897594244033
162,305.897594244033
162.9,305.897594244033
163.8,305.897594244033
164.7,305.897594244033
165.6,305.897594244033
166.5,305.897594244033
167.4,305.897594244033
168.3,305.897594244033
169.2,305.897594244033
170.1,305.897594244033
171,305.897594244033
171.9,305.897594244033
172.8,305.897594244033
173.7,305.897594244033
174.6,305.897594244033
175.5,305.897594244033
176.4,305.978242403193
177.3,305.897594244033
178.2,305.897594244033
179.1,305.897594244033
180,305.897594244033
180.9,305.897594244033
181.8,305.897594244033
182.7,305.897594244033
183.6,305.978242403193
184.5,305.978242403193
185.4,305.978242403193
186.3,305.978242403193
187.2,305.978242403193
188.1,305.978242403193
189,305.978242403193
189.9,305.978242403193
190.8,305.978242403193
191.7,305.978242403193
192.6,305.978242403193
193.5,305.978242403193
194.4,305.978242403193
195.3,305.978242403193
196.2,305.978242403193
197.1,305.978242403193
198,305.978242403193
198.9,305.978242403193
199.8,305.978242403193
200.7,305.978242403193
201.6,305.978242403193
202.5,305.978242403193
203.4,305.978242403193
204.3,305.978242403193
205.2,305.978242403193
206.1,305.978242403193
207,305.978242403193
207.9,305.978242403193
208.8,305.978242403193
209.7,305.978242403193
210.6,305.978242403193
211.5,305.978242403193
212.4,305.978242403193
213.3,305.978242403193
214.2,305.978242403193
215.1,305.978242403193
216,305.978242403193
216.9,305.978242403193
217.8,306.058970687902
218.7,305.978242403193
219.6,306.058970687902
220.5,306.058970687902
221.4,306.058970687902
222.3,306.058970687902
223.2,306.058970687902
224.1,306.058970687902
225,306.058970687902
225.9,306.058970687902
226.8,306.058970687902
227.7,306.058970687902
228.6,306.058970687902
229.5,306.058970687902
230.4,306.058970687902
231.3,306.058970687902
232.2,306.058970687902
233.1,306.058970687902
234,306.058970687902
234.9,306.058970687902
235.8,306.058970687902
236.7,306.058970687902
237.6,306.058970687902
238.5,306.058970687902
239.4,306.058970687902
240.3,306.058970687902
241.2,306.058970687902
242.1,306.058970687902
243,306.058970687902
243.9,306.058970687902
244.8,306.058970687902
245.7,306.058970687902
246.6,306.139779591534
247.5,306.139779591534
248.4,306.139779591534
249.3,306.139779591534
250.2,306.139779591534
251.1,306.139779591534
252,306.139779591534
252.9,306.139779591534
253.8,306.139779591534
254.7,306.139779591534
255.6,306.139779591534
256.5,306.139779591534
257.4,306.139779591534
258.3,306.139779591534
259.2,306.139779591534
260.1,306.139779591534
261,306.139779591534
261.9,306.139779591534
262.8,306.139779591534
263.7,306.139779591534
264.6,306.139779591534
265.5,306.139779591534
266.4,306.139779591534
267.3,306.139779591534
268.2,306.139779591534
269.1,306.139779591534
270,306.220669609549
270.9,306.220669609549
271.8,306.139779591534
272.7,306.139779591534
273.6,306.220669609549
274.5,306.220669609549
275.4,306.220669609549
276.3,306.220669609549
277.2,306.220669609549
278.1,306.220669609549
279,306.220669609549
279.9,306.220669609549
280.8,306.220669609549
281.7,306.220669609549
282.6,306.220669609549
283.5,306.220669609549
284.4,306.220669609549
285.3,306.220669609549
286.2,306.220669609549
287.1,306.220669609549
288,306.220669609549
288.9,306.220669609549
289.8,306.220669609549
290.7,306.220669609549
291.6,306.220669609549
292.5,306.220669609549
293.4,306.220669609549
294.3,306.220669609549
295.2,306.220669609549
296.1,306.220669609549
297,306.220669609549
297.9,306.220669609549
298.8,306.30164123951
299.7,306.30164123951
300.6,306.30164123951
301.5,306.30164123951
302.4,306.30164123951
303.3,306.30164123951
304.2,306.30164123951
305.1,306.30164123951
306,306.30164123951
306.9,306.30164123951
307.8,306.30164123951
308.7,306.30164123951
309.6,306.30164123951
310.5,306.30164123951
311.4,306.30164123951
312.3,306.30164123951
313.2,306.30164123951
314.1,306.30164123951
315,306.30164123951
315.9,306.30164123951
316.8,306.30164123951
317.7,306.30164123951
318.6,306.30164123951
319.5,306.30164123951
320.4,306.30164123951
321.3,306.30164123951
322.2,306.30164123951
323.1,306.30164123951
324,306.30164123951
324.9,306.382694981102
325.8,306.382694981102
326.7,306.382694981102
327.6,306.382694981102
328.5,306.382694981102
329.4,306.382694981102
330.3,306.382694981102
331.2,306.382694981102
332.1,306.382694981102
333,306.382694981102
333.9,306.382694981102
334.8,306.382694981102
335.7,306.382694981102
336.6,306.382694981102
337.5,306.382694981102
338.4,306.382694981102
339.3,306.382694981102
340.2,306.382694981102
341.1,306.382694981102
342,306.382694981102
342.9,306.382694981102
343.8,306.382694981102
344.7,306.382694981102
345.6,306.463831336151
346.5,306.463831336151
347.4,306.463831336151
348.3,306.382694981102
349.2,306.382694981102
350.1,306.463831336151
351,306.463831336151
351.9,306.463831336151
352.8,306.463831336151
353.7,306.463831336151
354.6,306.463831336151
355.5,306.463831336151
356.4,306.463831336151
357.3,306.463831336151
358.2,306.463831336151
359.1,306.463831336151
360,306.463831336151
360.9,306.463831336151
361.8,306.463831336151
362.7,306.463831336151
363.6,306.463831336151
364.5,306.463831336151
365.4,306.463831336151
366.3,306.545050808644
367.2,306.463831336151
368.1,306.545050808644
369,306.545050808644
369.9,306.545050808644
370.8,306.545050808644
371.7,306.545050808644
372.6,306.545050808644
373.5,306.545050808644
374.4,306.545050808644
375.3,306.545050808644
376.2,306.545050808644
377.1,306.545050808644
378,306.545050808644
378.9,306.545050808644
379.8,306.545050808644
380.7,306.545050808644
381.6,306.545050808644
382.5,306.545050808644
383.4,306.545050808644
384.3,306.545050808644
385.2,306.545050808644
386.1,306.62635390475
387,306.545050808644
387.9,306.545050808644
388.8,306.545050808644
389.7,306.545050808644
390.6,306.62635390475
391.5,306.62635390475
392.4,306.62635390475
393.3,306.62635390475
394.2,306.62635390475
395.1,306.62635390475
396,306.62635390475
396.9,306.62635390475
397.8,306.62635390475
398.7,306.62635390475
399.6,306.62635390475
400.5,306.62635390475
401.4,306.62635390475
402.3,306.62635390475
403.2,306.62635390475
404.1,306.62635390475
405,306.62635390475
405.9,306.62635390475
406.8,306.62635390475
407.7,306.62635390475
408.6,306.62635390475
409.5,306.62635390475
410.4,306.62635390475
411.3,306.62635390475
412.2,306.62635390475
413.1,306.62635390475
414,306.62635390475
414.9,306.62635390475
415.8,306.62635390475
416.7,306.62635390475
417.6,306.62635390475
418.5,306.62635390475
419.4,306.707741132835
420.3,306.707741132835
421.2,306.707741132835
422.1,306.707741132835
423,306.707741132835
423.9,306.707741132835
424.8,306.707741132835
425.7,306.707741132835
426.6,306.707741132835
427.5,306.707741132835
428.4,306.707741132835
429.3,306.707741132835
430.2,306.707741132835
431.1,306.707741132835
432,306.707741132835
432.9,306.707741132835
433.8,306.707741132835
434.7,306.707741132835
435.6,306.707741132835
436.5,306.707741132835
437.4,306.707741132835
438.3,306.707741132835
439.2,306.707741132835
440.1,306.707741132835
441,306.707741132835
441.9,306.707741132835
442.8,306.707741132835
443.7,306.707741132835
444.6,306.707741132835
445.5,306.707741132835
446.4,306.707741132835
447.3,306.707741132835
448.2,306.707741132835
449.1,306.707741132835
450,306.707741132835
450.9,306.707741132835
451.8,306.707741132835
452.7,306.707741132835
453.6,306.707741132835
454.5,306.789213003485
455.4,306.789213003485
456.3,306.789213003485
457.2,306.789213003485
458.1,306.789213003485
459,306.707741132835
459.9,306.707741132835
460.8,306.789213003485
461.7,306.789213003485
462.6,306.789213003485
463.5,306.789213003485
464.4,306.789213003485
465.3,306.789213003485
466.2,306.789213003485
467.1,306.789213003485
468,306.789213003485
468.9,306.789213003485
469.8,306.789213003485
470.7,306.789213003485
471.6,306.789213003485
472.5,306.789213003485
473.4,306.789213003485
474.3,306.789213003485
475.2,306.789213003485
476.1,306.789213003485
477,306.789213003485
477.9,306.789213003485
478.8,306.789213003485
479.7,306.789213003485
480.6,306.870770029528
481.5,306.870770029528
482.4,306.870770029528
483.3,306.870770029528
484.2,306.870770029528
485.1,306.870770029528
486,306.870770029528
486.9,306.870770029528
487.8,306.870770029528
488.7,306.870770029528
489.6,306.870770029528
490.5,306.870770029528
491.4,306.870770029528
492.3,306.870770029528
493.2,306.870770029528
494.1,306.870770029528
495,306.870770029528
495.9,306.870770029528
496.8,306.870770029528
497.7,306.870770029528
498.6,306.870770029528
499.5,306.870770029528
500.4,306.870770029528
501.3,306.870770029528
502.2,306.870770029528
503.1,306.870770029528
504,306.870770029528
504.9,306.870770029528
505.8,306.870770029528
506.7,306.870770029528
507.6,306.870770029528
508.5,306.870770029528
509.4,306.870770029528
510.3,306.870770029528
511.2,306.870770029528
512.1,306.870770029528
513,306.870770029528
513.9,306.870770029528
514.8,306.870770029528
515.7,306.870770029528
516.6,306.870770029528
517.5,306.870770029528
518.4,306.952412726048
519.3,306.952412726048
520.2,306.952412726048
521.1,306.952412726048
522,306.952412726048
522.9,306.952412726048
523.8,306.952412726048
524.7,306.952412726048
525.6,306.952412726048
526.5,306.952412726048
527.4,306.952412726048
528.3,306.952412726048
529.2,306.952412726048
530.1,306.952412726048
531,306.952412726048
531.9,306.952412726048
532.8,306.952412726048
533.7,306.952412726048
534.6,306.952412726048
535.5,306.952412726048
536.4,306.952412726048
537.3,306.952412726048
538.2,306.952412726048
539.1,306.952412726048
540,306.952412726048
540.9,306.952412726048
541.8,306.952412726048
542.7,306.952412726048
543.6,306.952412726048
544.5,306.952412726048
545.4,306.952412726048
546.3,307.034141610411
547.2,307.034141610411
548.1,307.034141610411
549,307.034141610411
549.9,307.034141610411
550.8,307.034141610411
551.7,307.034141610411
552.6,307.034141610411
553.5,307.034141610411
554.4,307.034141610411
555.3,307.034141610411
556.2,307.034141610411
557.1,307.034141610411
558,307.034141610411
558.9,307.034141610411
559.8,307.034141610411
560.7,307.034141610411
561.6,307.034141610411
562.5,307.034141610411
563.4,307.034141610411
564.3,307.034141610411
565.2,307.034141610411
566.1,307.034141610411
567,307.034141610411
567.9,307.034141610411
568.8,307.034141610411
569.7,307.034141610411
570.6,307.034141610411
571.5,307.034141610411
572.4,307.034141610411
573.3,307.034141610411
574.2,307.034141610411
575.1,307.034141610411
576,307.034141610411
576.9,307.034141610411
577.8,307.034141610411
578.7,307.034141610411
579.6,307.034141610411
580.5,307.034141610411
581.4,307.034141610411
582.3,307.034141610411
583.2,307.034141610411
584.1,307.034141610411
585,307.034141610411
585.9,307.034141610411
586.8,307.034141610411
587.7,307.034141610411
588.6,307.115957202282
589.5,307.115957202282
590.4,307.115957202282
591.3,307.115957202282
592.2,307.034141610411
593.1,307.115957202282
594,307.115957202282
594.9,307.115957202282
595.8,307.115957202282
596.7,307.115957202282
597.6,307.115957202282
598.5,307.115957202282
599.4,307.115957202282
600.3,307.115957202282
601.2,307.115957202282
602.1,307.115957202282
603,307.115957202282
603.9,307.034141610411
604.8,307.034141610411
605.7,307.115957202282
606.6,307.115957202282
607.5,307.115957202282
608.4,307.115957202282
609.3,307.115957202282
610.2,307.115957202282
611.1,307.115957202282
612,307.115957202282
612.9,307.115957202282
613.8,307.115957202282
614.7,307.115957202282
615.6,307.115957202282
616.5,307.197860023647
617.4,307.197860023647
618.3,307.197860023647
619.2,307.197860023647
620.1,307.197860023647
621,307.197860023647
621.9,307.115957202282
622.8,307.115957202282
623.7,307.115957202282
624.6,307.115957202282
625.5,307.197860023647
626.4,307.197860023647
627.3,307.197860023647
628.2,307.115957202282
629.1,307.197860023647
630,307.197860023647
630.9,307.197860023647
631.8,307.197860023647
632.7,307.197860023647
633.6,307.197860023647
634.5,307.197860023647
635.4,307.197860023647
636.3,307.197860023647
637.2,307.197860023647
638.1,307.197860023647
639,307.197860023647
639.9,307.197860023647
640.8,307.197860023647
641.7,307.197860023647
642.6,307.197860023647
643.5,307.197860023647
644.4,307.197860023647
645.3,307.197860023647
646.2,307.197860023647
647.1,307.197860023647
648,307.197860023647
648.9,307.197860023647
649.8,307.197860023647
650.7,307.197860023647
651.6,307.197860023647
652.5,307.197860023647
653.4,307.197860023647
654.3,307.197860023647
655.2,307.197860023647
656.1,307.197860023647
657,307.197860023647
657.9,307.197860023647
658.8,307.197860023647
659.7,307.197860023647
660.6,307.279850598834
661.5,307.197860023647
