t,V
-3600,1.7942573912112489
-3599.0999999999999,2.0392233422454353
-3598.1999999999998,2.0318001316080361
-3597.2999999999997,2.028088526289336
-3596.3999999999996,2.0318001316080361
-3595.5,2.0318001316080361
-3594.5999999999999,2.0318001316080361
-3593.6999999999998,2.0318001316080361
-3592.7999999999997,2.0318001316080361
-3591.8999999999996,2.0318001316080361
-3591,2.0318001316080361
-3590.0999999999999,2.0318001316080361
-3589.1999999999998,2.0318001316080361
-3588.2999999999997,2.0318001316080361
-3587.3999999999996,2.0318001316080361
-3586.5,2.0318001316080361
-3585.5999999999999,2.0318001316080361
-3584.6999999999998,2.0318001316080361
-3583.7999999999997,2.0318001316080361
-3582.8999999999996,2.0318001316080361
-3582,2.0318001316080361
-3581.0999999999999,2.0318001316080361
-3580.1999999999998,2.0318001316080361
-3579.2999999999997,2.0318001316080361
-3578.3999999999996,2.0318001316080361
-3577.5,2.0318001316080361
-3576.5999999999999,2.0318001316080361
-3575.6999999999998,2.0318001316080361
-3574.7999999999997,2.0318001316080361
-3573.8999999999996,2.0318001316080361
-3573,2.0318001316080361
-3572.0999999999999,2.0318001316080361
-3571.1999999999998,2.0318001316080361
-3570.2999999999997,2.0318001316080361
-3569.3999999999996,2.0318001316080361
-3568.5,2.0318001316080361
-3567.5999999999999,2.0318001316080361
-3566.6999999999998,2.0318001316080361
-3565.7999999999997,2.0318001316080361
-3564.8999999999996,2.0355117369267361
-3564,2.0355117369267361
-3563.0999999999999,2.0355117369267361
-3562.1999999999998,2.0355117369267361
-3561.2999999999997,2.0355117369267361
-3560.3999999999996,2.0355117369267361
-3559.5,2.0355117369267361
-3558.5999999999999,2.0355117369267361
-3557.6999999999998,2.0355117369267361
-3556.7999999999997,2.0355117369267361
-3555.8999999999996,2.0355117369267361
-3555,2.0355117369267361
-3554.0999999999999,2.0355117369267361
-3553.1999999999998,2.0355117369267361
-3552.2999999999997,2.0355117369267361
-3551.3999999999996,2.0355117369267361
-3550.5,2.0355117369267361
-3549.5999999999999,2.0355117369267361
-3548.6999999999998,2.0355117369267361
-3547.7999999999997,2.0355117369267361
-3546.8999999999996,2.0355117369267361
-3546,2.0355117369267361
-3545.0999999999999,2.0355117369267361
-3544.1999999999998,2.0355117369267361
-3543.2999999999997,2.0355117369267361
-3542.3999999999996,2.0355117369267361
-3541.5,2.0355117369267361
-3540.5999999999999,2.0355117369267361
-3539.6999999999998,2.0355117369267361
-3538.7999999999997,2.0355117369267361
-3537.8999999999996,2.0355117369267361
-3537,2.0355117369267361
-3536.0999999999999,2.0355117369267361
-3535.1999999999998,2.0355117369267361
-3534.2999999999997,2.0355117369267361
