t,V
-3474,2.1245902645755308
-3473.0999999999999,2.1245902645755308
-3472.1999999999998,2.1245902645755308
-3471.2999999999997,2.1245902645755308
-3470.3999999999996,2.1245902645755308
-3469.5,2.1245902645755308
-3468.5999999999999,2.1208786592568316
-3467.6999999999998,2.1208786592568316
-3466.7999999999997,2.1208786592568316
-3465.8999999999996,2.1208786592568316
-3465,2.1208786592568316
-3464.0999999999999,2.1208786592568316
-3463.1999999999998,2.1208786592568316
-3462.2999999999997,2.1208786592568316
-3461.3999999999996,2.1208786592568316
-3460.5,2.1208786592568316
-3459.5999999999999,2.1208786592568316
-3458.6999999999998,2.1208786592568316
-3457.7999999999997,2.1208786592568316
-3456.8999999999996,2.1208786592568316
-3456,2.1208786592568316
-3455.0999999999999,2.1208786592568316
-3454.1999999999998,2.1208786592568316
-3453.2999999999997,2.1208786592568316
-3452.3999999999996,2.1208786592568316
-3451.5,2.1208786592568316
-3450.5999999999999,2.1208786592568316
-3449.6999999999998,2.1208786592568316
-3448.7999999999997,2.1208786592568316
-3447.8999999999996,2.1208786592568316
-3447,2.1208786592568316
-3446.0999999999999,2.1208786592568316
-3445.1999999999998,2.1208786592568316
-3444.2999999999997,2.1208786592568316
-3443.3999999999996,2.1208786592568316
-3442.5,2.1208786592568316
-3441.5999999999999,2.1208786592568316
-3440.6999999999998,2.1208786592568316
-3439.7999999999997,2.1208786592568316
-3438.8999999999996,2.1208786592568316
-3438,2.1208786592568316
-3437.0999999999999,2.1208786592568316
-3436.1999999999998,2.1208786592568316
-3435.2999999999997,2.1208786592568316
-3434.3999999999996,2.1208786592568316
-3433.5,2.1208786592568316
-3432.5999999999999,2.1208786592568316
-3431.6999999999998,2.1208786592568316
-3430.7999999999997,2.1208786592568316
-3429.8999999999996,2.1208786592568316
-3429,2.1208786592568316
-3428.0999999999999,2.1208786592568316
-3427.1999999999998,2.1208786592568316
-3426.2999999999997,2.1208786592568316
-3425.3999999999996,2.1208786592568316
-3424.5,2.1208786592568316
-3423.5999999999999,2.1208786592568316
-3422.6999999999998,2.1171670539381315
-3421.7999999999997,2.1208786592568316
-3420.8999999999996,2.1208786592568316
-3420,2.1208786592568316
-3419.0999999999999,2.1208786592568316
-3418.1999999999998,2.1208786592568316
-3417.2999999999997,2.1208786592568316
-3416.3999999999996,2.1208786592568298
-3415.5,2.1171670539381315
-3414.5999999999999,2.1171670539381315
-3413.6999999999998,2.1171670539381315
-3412.7999999999997,2.1171670539381315
-3411.8999999999996,2.1171670539381315
-3411,2.1171670539381315
-3410.0999999999999,2.1171670539381315
-3409.1999999999998,2.1171670539381315
-3408.2999999999997,2.1171670539381315
-3407.3999999999996,2.1171670539381315
-3406.5,2.1171670539381315
-3405.5999999999999,2.1171670539381315
-3404.6999999999998,2.1171670539381315
-3403.7999999999997,2.1171670539381315
-3402.8999999999996,2.1171670539381315
-3402,2.1171670539381315
-3401.0999999999999,2.1171670539381315
-3400.1999999999998,2.1171670539381315
-3399.2999999999997,2.1171670539381315
-3398.3999999999996,2.1171670539381315
-3397.5,2.1171670539381315
-3396.5999999999999,2.1171670539381315
-3395.6999999999998,2.1171670539381315
-3394.7999999999997,2.1171670539381315
-3393.8999999999996,2.1171670539381315
-3393,2.1171670539381315
-3392.0999999999999,2.1171670539381315
-3391.1999999999998,2.1171670539381315
-3390.2999999999997,2.1171670539381315
-3389.3999999999996,2.1171670539381315
-3388.5,2.1171670539381315
-3387.5999999999999,2.1171670539381315
-3386.6999999999998,2.1171670539381315
-3385.7999999999997,2.1171670539381315
-3384.8999999999996,2.1171670539381315
-3384,2.1171670539381315
-3383.0999999999999,2.1171670539381315
-3382.1999999999998,2.1171670539381315
-3381.2999999999997,2.1134554486194315
-3380.3999999999996,2.1171670539381298
-3379.5,2.1134554486194315
-3378.5999999999999,2.1134554486194315
-3377.6999999999998,2.1134554486194315
-3376.7999999999997,2.1134554486194315
-3375.8999999999996,2.1134554486194315
-3375,2.1134554486194315
-3374.0999999999999,2.1134554486194315
-3373.1999999999998,2.1134554486194315
-3372.2999999999997,2.1134554486194315
-3371.3999999999996,2.1134554486194315
-3370.5,2.1134554486194315
-3369.5999999999999,2.1134554486194315
-3368.6999999999998,2.1134554486194315
-3367.7999999999997,2.1134554486194315
-3366.8999999999996,2.1134554486194315
-3366,2.1134554486194315
-3365.0999999999999,2.1134554486194315
-3364.1999999999998,2.1134554486194315
-3363.2999999999997,2.1134554486194315
-3362.3999999999996,2.1134554486194315
-3361.5,2.1134554486194315
-3360.5999999999999,2.1134554486194315
-3359.6999999999998,2.1134554486194315
-3358.7999999999997,2.1134554486194315
-3357.8999999999996,2.1134554486194315
-3357,2.1134554486194315
-3356.0999999999999,2.1134554486194315
-3355.1999999999998,2.1134554486194315
-3354.2999999999997,2.1134554486194315
-3353.3999999999996,2.1134554486194297
-3352.5,2.1097438433007314
-3351.5999999999999,2.1097438433007314
-3350.6999999999998,2.1097438433007314
-3349.7999999999997,2.1097438433007314
-3348.8999999999996,2.1097438433007314
-3348,2.1097438433007314
-3347.0999999999999,2.1097438433007314
-3346.1999999999998,2.1097438433007314
-3345.2999999999997,2.1097438433007314
-3344.3999999999996,2.1097438433007314
-3343.5,2.1097438433007314
-3342.5999999999999,2.1097438433007314
-3341.6999999999998,2.1097438433007314
-3340.7999999999997,2.1097438433007314
-3339.8999999999996,2.1097438433007314
-3339,2.1097438433007314
-3338.0999999999999,2.1097438433007314
-3337.1999999999998,2.1097438433007314
-3336.2999999999997,2.1097438433007314
-3335.3999999999996,2.1097438433007314
-3334.5,2.1097438433007314
-3333.5999999999999,2.1097438433007314
-3332.6999999999998,2.1097438433007314
-3331.7999999999997,2.1097438433007314
-3330.8999999999996,2.1097438433007314
-3330,2.1097438433007314
-3329.0999999999999,2.1060322379820322
-3328.1999999999998,2.1060322379820322
-3327.2999999999997,2.1097438433007314
-3326.3999999999996,2.1097438433007296
-3325.5,2.1060322379820322
-3324.5999999999999,2.1060322379820322
-3323.6999999999998,2.1060322379820322
-3322.7999999999997,2.1060322379820322
-3321.8999999999996,2.1060322379820322
-3321,2.1060322379820322
-3320.0999999999999,2.1060322379820322
-3319.1999999999998,2.1060322379820322
-3318.2999999999997,2.1060322379820322
-3317.3999999999996,2.1060322379820322
-3316.5,2.1060322379820322
-3315.5999999999999,2.1060322379820322
-3314.6999999999998,2.1060322379820322
-3313.7999999999997,2.1060322379820322
-3312.8999999999996,2.1060322379820322
-3312,2.1060322379820322
-3311.0999999999999,2.1060322379820322
-3310.1999999999998,2.1060322379820322
-3309.2999999999997,2.1060322379820322
-3308.3999999999996,2.1060322379820322
-3307.5,2.1060322379820322
-3306.5999999999999,2.1060322379820322
-3305.6999999999998,2.1060322379820322
-3304.7999999999997,2.1060322379820322
-3303.8999999999996,2.1060322379820322
-3303,2.1060322379820322
-3302.0999999999999,2.1060322379820322
-3301.1999999999998,2.1060322379820322
-3300.2999999999997,2.1023206326633321
-3299.3999999999996,2.1023206326633321
-3298.5,2.1023206326633321
-3297.5999999999999,2.1023206326633321
-3296.6999999999998,2.1023206326633321
-3295.7999999999997,2.1023206326633321
-3294.8999999999996,2.1023206326633321
-3294,2.1023206326633321
-3293.0999999999999,2.1023206326633321
-3292.1999999999998,2.1023206326633321
-3291.2999999999997,2.1023206326633321
-3290.3999999999996,2.1023206326633321
-3289.5,2.1023206326633321
-3288.5999999999999,2.1023206326633321
-3287.6999999999998,2.1023206326633321
-3286.7999999999997,2.1023206326633321
-3285.8999999999996,2.1023206326633321
-3285,2.1023206326633321
-3284.0999999999999,2.1023206326633321
-3283.1999999999998,2.1023206326633321
-3282.2999999999997,2.1023206326633321
-3281.3999999999996,2.1023206326633321
-3280.5,2.1023206326633321
-3279.5999999999999,2.1023206326633321
-3278.6999999999998,2.1023206326633321
-3277.7999999999997,2.1023206326633321
-3276.8999999999996,2.1023206326633321
-3276,2.1023206326633321
-3275.0999999999999,2.1023206326633321
-3274.1999999999998,2.0986090273446321
-3273.2999999999997,2.0986090273446321
-3272.3999999999996,2.0986090273446321
-3271.5,2.0986090273446321
-3270.5999999999999,2.0986090273446321
-3269.6999999999998,2.0986090273446321
-3268.7999999999997,2.0986090273446321
-3267.8999999999996,2.0986090273446321
-3267,2.0986090273446321
-3266.0999999999999,2.0986090273446321
-3265.1999999999998,2.0986090273446321
-3264.2999999999997,2.0986090273446321
-3263.3999999999996,2.0986090273446321
-3262.5,2.0986090273446321
-3261.5999999999999,2.0986090273446321
-3260.6999999999998,2.0986090273446321
-3259.7999999999997,2.0986090273446321
-3258.8999999999996,2.0986090273446321
-3258,2.0986090273446321
-3257.0999999999999,2.0986090273446321
-3256.1999999999998,2.0986090273446321
-3255.2999999999997,2.0986090273446321
-3254.3999999999996,2.0986090273446303
-3253.5,2.0948974220259329
-3252.5999999999999,2.0948974220259329
-3251.6999999999998,2.0948974220259329
-3250.7999999999997,2.0986090273446321
-3249.8999999999996,2.0986090273446303
-3249,2.0948974220259329
-3248.0999999999999,2.0948974220259329
-3247.1999999999998,2.0948974220259329
-3246.2999999999997,2.0948974220259329
-3245.3999999999996,2.0948974220259329
-3244.5,2.0948974220259329
-3243.5999999999999,2.0948974220259329
-3242.6999999999998,2.0948974220259329
-3241.7999999999997,2.0948974220259329
-3240.8999999999996,2.0948974220259329
-3240,2.0948974220259329
-3239.0999999999999,2.0948974220259329
-3238.1999999999998,2.0948974220259329
-3237.2999999999997,2.0948974220259329
-3236.3999999999996,2.0948974220259329
-3235.5,2.0948974220259329
-3234.5999999999999,2.0948974220259329
-3233.6999999999998,2.0948974220259329
-3232.7999999999997,2.0911858167072328
-3231.8999999999996,2.0948974220259311
-3231,2.0911858167072328
-3230.0999999999999,2.0911858167072328
-3229.1999999999998,2.0911858167072328
-3228.2999999999997,2.0911858167072328
-3227.3999999999996,2.0911858167072328
-3226.5,2.0911858167072328
-3225.5999999999999,2.0911858167072328
-3224.6999999999998,2.0911858167072328
-3223.7999999999997,2.0911858167072328
-3222.8999999999996,2.0911858167072328
-3222,2.0911858167072328
-3221.0999999999999,2.0911858167072328
-3220.1999999999998,2.0911858167072328
-3219.2999999999997,2.0911858167072328
-3218.3999999999996,2.0911858167072328
-3217.5,2.0911858167072328
-3216.5999999999999,2.0911858167072328
-3215.6999999999998,2.0911858167072328
-3214.7999999999997,2.0911858167072328
-3213.8999999999996,2.091185816707231
-3213,2.0874742113885327
-3212.0999999999999,2.0911858167072328
-3211.1999999999998,2.0911858167072328
-3210.2999999999997,2.0911858167072328
-3209.3999999999996,2.091185816707231
-3208.5,2.0874742113885327
-3207.5999999999999,2.0874742113885327
-3206.6999999999998,2.0874742113885327
-3205.7999999999997,2.0874742113885327
-3204.8999999999996,2.0874742113885327
-3204,2.0874742113885327
-3203.0999999999999,2.0874742113885327
-3202.1999999999998,2.0874742113885327
-3201.2999999999997,2.0874742113885327
-3200.3999999999996,2.0874742113885327
-3199.5,2.0874742113885327
-3198.5999999999999,2.0874742113885327
-3197.6999999999998,2.0874742113885327
-3196.7999999999997,2.0874742113885327
-3195.8999999999996,2.0874742113885327
-3195,2.0874742113885327
-3194.0999999999999,2.0874742113885327
-3193.1999999999998,2.0874742113885327
-3192.2999999999997,2.0874742113885327
-3191.3999999999996,2.0874742113885327
-3190.5,2.0874742113885327
-3189.5999999999999,2.0874742113885327
-3188.6999999999998,2.0874742113885327
-3187.7999999999997,2.0874742113885327
-3186.8999999999996,2.0874742113885327
-3186,2.0874742113885327
-3185.0999999999999,2.0874742113885327
-3184.1999999999998,2.0874742113885327
-3183.2999999999997,2.0874742113885327
-3182.3999999999996,2.0874742113885327
-3181.5,2.0874742113885327
-3180.5999999999999,2.0874742113885327
-3179.6999999999998,2.0837626060698335
-3178.7999999999997,2.0837626060698335
-3177.8999999999996,2.0837626060698335
-3177,2.0837626060698335
-3176.0999999999999,2.0837626060698335
-3175.1999999999998,2.0837626060698335
-3174.2999999999997,2.0837626060698335
-3173.3999999999996,2.0837626060698335
-3172.5,2.0837626060698335
-3171.5999999999999,2.0837626060698335
-3170.6999999999998,2.0837626060698335
-3169.7999999999997,2.0837626060698335
-3168.8999999999996,2.0837626060698335
-3168,2.0837626060698335
-3167.0999999999999,2.0837626060698335
-3166.1999999999998,2.0837626060698335
-3165.2999999999997,2.0837626060698335
-3164.3999999999996,2.0837626060698335
-3163.5,2.0837626060698335
-3162.5999999999999,2.0837626060698335
-3161.6999999999998,2.0837626060698335
-3160.7999999999997,2.0837626060698335
-3159.8999999999996,2.0837626060698335
-3159,2.0837626060698335
-3158.0999999999999,2.0837626060698335
-3157.1999999999998,2.0837626060698335
-3156.2999999999997,2.0837626060698335
-3155.3999999999996,2.0837626060698335
-3154.5,2.0837626060698335
-3153.5999999999999,2.0837626060698335
-3152.6999999999998,2.0837626060698335
-3151.7999999999997,2.0837626060698335
-3150.8999999999996,2.0837626060698335
-3150,2.0837626060698335
-3149.0999999999999,2.0837626060698335
-3148.1999999999998,2.0837626060698335
-3147.2999999999997,2.0837626060698335
-3146.3999999999996,2.0837626060698335
-3145.5,2.0837626060698335
-3144.5999999999999,2.0800510007511335
-3143.6999999999998,2.0800510007511335
-3142.7999999999997,2.0800510007511335
-3141.8999999999996,2.0800510007511335
-3141,2.0800510007511335
-3140.0999999999999,2.0837626060698335
-3139.1999999999998,2.0837626060698335
-3138.2999999999997,2.0800510007511335
-3137.3999999999996,2.0800510007511335
-3136.5,2.0800510007511335
-3135.5999999999999,2.0800510007511335
-3134.6999999999998,2.0800510007511335
-3133.7999999999997,2.0800510007511335
-3132.8999999999996,2.0800510007511335
-3132,2.0800510007511335
-3131.0999999999999,2.0800510007511335
-3130.1999999999998,2.0800510007511335
-3129.2999999999997,2.0800510007511335
-3128.3999999999996,2.0800510007511335
-3127.5,2.0800510007511335
-3126.5999999999999,2.0800510007511335
-3125.6999999999998,2.0800510007511335
-3124.7999999999997,2.0800510007511335
-3123.8999999999996,2.0800510007511335
-3123,2.0800510007511335
-3122.0999999999999,2.0800510007511335
-3121.1999999999998,2.0800510007511335
-3120.2999999999997,2.0800510007511335
-3119.3999999999996,2.0800510007511317
-3118.5,2.0763393954324334
-3117.5999999999999,2.0763393954324334
-3116.6999999999998,2.0763393954324334
-3115.7999999999997,2.0763393954324334
-3114.8999999999996,2.0763393954324334
-3114,2.0763393954324334
-3113.0999999999999,2.0763393954324334
-3112.1999999999998,2.0763393954324334
-3111.2999999999997,2.0763393954324334
-3110.3999999999996,2.0763393954324334
-3109.5,2.0763393954324334
-3108.5999999999999,2.0763393954324334
-3107.6999999999998,2.0763393954324334
-3106.7999999999997,2.0763393954324334
-3105.8999999999996,2.0763393954324334
-3105,2.0763393954324334
-3104.0999999999999,2.0763393954324334
-3103.1999999999998,2.0763393954324334
-3102.2999999999997,2.0763393954324334
-3101.3999999999996,2.0763393954324334
-3100.5,2.0763393954324334
-3099.5999999999999,2.0763393954324334
-3098.6999999999998,2.0763393954324334
-3097.7999999999997,2.0763393954324334
-3096.8999999999996,2.0763393954324334
-3096,2.0763393954324334
-3095.0999999999999,2.0763393954324334
-3094.1999999999998,2.0763393954324334
-3093.2999999999997,2.0763393954324334
-3092.3999999999996,2.0763393954324334
-3091.5,2.0763393954324334
-3090.5999999999999,2.0763393954324334
-3089.6999999999998,2.0763393954324334
-3088.7999999999997,2.0763393954324334
-3087.8999999999996,2.0763393954324334
-3087,2.0763393954324334
-3086.0999999999999,2.0763393954324334
-3085.1999999999998,2.0763393954324334
-3084.2999999999997,2.0763393954324334
-3083.3999999999996,2.0763393954324334
-3082.5,2.0763393954324334
-3081.5999999999999,2.0763393954324334
-3080.6999999999998,2.0726277901137342
-3079.7999999999997,2.0726277901137342
-3078.8999999999996,2.0726277901137342
-3078,2.0726277901137342
-3077.0999999999999,2.0726277901137342
-3076.1999999999998,2.0726277901137342
-3075.2999999999997,2.0726277901137342
-3074.3999999999996,2.0726277901137342
-3073.5,2.0726277901137342
-3072.5999999999999,2.0726277901137342
-3071.6999999999998,2.0726277901137342
-3070.7999999999997,2.0726277901137342
-3069.9000000000001,2.0726277901137342
-3069,2.0726277901137342
-3068.0999999999999,2.0726277901137342
-3067.1999999999998,2.0726277901137342
-3066.2999999999997,2.0726277901137342
-3065.4000000000001,2.0726277901137342
-3064.5,2.0726277901137342
-3063.5999999999999,2.0726277901137342
-3062.6999999999998,2.0726277901137342
-3061.7999999999997,2.0726277901137342
-3060.9000000000001,2.0726277901137342
-3060,2.0726277901137342
-3059.0999999999999,2.0726277901137342
-3058.1999999999998,2.0726277901137342
-3057.2999999999997,2.0726277901137342
-3056.4000000000001,2.0726277901137342
-3055.5,2.0726277901137342
-3054.5999999999999,2.0726277901137342
-3053.6999999999998,2.0726277901137342
-3052.7999999999997,2.0689161847950341
-3051.9000000000001,2.0689161847950341
-3051,2.0689161847950341
-3050.0999999999999,2.0689161847950341
-3049.1999999999998,2.0689161847950341
-3048.2999999999997,2.0689161847950341
-3047.4000000000001,2.0689161847950341
-3046.5,2.0689161847950341
-3045.5999999999999,2.0689161847950341
-3044.6999999999998,2.0689161847950341
-3043.7999999999997,2.0689161847950341
-3042.9000000000001,2.0689161847950341
-3042,2.0689161847950341
-3041.0999999999999,2.0689161847950341
-3040.1999999999998,2.0689161847950341
-3039.2999999999997,2.0689161847950341
-3038.4000000000001,2.0689161847950341
-3037.5,2.0689161847950341
-3036.5999999999999,2.0689161847950341
-3035.6999999999998,2.0689161847950341
-3034.7999999999997,2.0689161847950341
-3033.9000000000001,2.0689161847950341
-3033,2.0689161847950341
-3032.0999999999999,2.0689161847950341
-3031.1999999999998,2.0689161847950341
-3030.2999999999997,2.0689161847950341
-3029.4000000000001,2.0689161847950341
-3028.5,2.0689161847950341
-3027.5999999999999,2.0689161847950341
-3026.6999999999998,2.0689161847950341
-3025.7999999999997,2.0689161847950341
-3024.9000000000001,2.0689161847950341
-3024,2.0689161847950341
-3023.0999999999999,2.0689161847950341
-3022.1999999999998,2.0689161847950341
-3021.2999999999997,2.0689161847950341
-3020.4000000000001,2.0689161847950341
-3019.5,2.0689161847950341
-3018.5999999999999,2.0689161847950341
-3017.6999999999998,2.0689161847950341
-3016.7999999999997,2.0689161847950341
-3015.9000000000001,2.0689161847950341
-3015,2.0689161847950341
-3014.0999999999999,2.0689161847950341
-3013.1999999999998,2.0689161847950341
-3012.2999999999997,2.0689161847950341
-3011.4000000000001,2.0689161847950341
-3010.5,2.0652045794763341
-3009.5999999999999,2.0652045794763341
-3008.6999999999998,2.0652045794763341
-3007.7999999999997,2.0652045794763341
-3006.9000000000001,2.0689161847950324
-3006,2.0652045794763341
-3005.0999999999999,2.0652045794763341
-3004.1999999999998,2.0652045794763341
-3003.2999999999997,2.0652045794763341
-3002.4000000000001,2.0652045794763341
-3001.5,2.0652045794763341
-3000.5999999999999,2.0652045794763341
-2999.6999999999998,2.0652045794763341
-2998.7999999999997,2.0652045794763341
-2997.9000000000001,2.0652045794763341
-2997,2.0652045794763341
-2996.0999999999999,2.0652045794763341
-2995.1999999999998,2.0689161847950341
-2994.2999999999997,2.0689161847950341
-2993.4000000000001,2.0652045794763358
-2992.5,2.0652045794763341
-2991.5999999999999,2.0652045794763341
-2990.6999999999998,2.0652045794763341
-2989.7999999999997,2.0652045794763341
-2988.9000000000001,2.0652045794763341
-2988,2.0652045794763341
-2987.0999999999999,2.0652045794763341
-2986.1999999999998,2.0652045794763341
-2985.2999999999997,2.0652045794763341
-2984.4000000000001,2.0652045794763341
-2983.5,2.0652045794763341
-2982.5999999999999,2.061492974157634
-2981.6999999999998,2.061492974157634
-2980.7999999999997,2.061492974157634
-2979.9000000000001,2.061492974157634
-2979,2.061492974157634
-2978.0999999999999,2.061492974157634
-2977.1999999999998,2.0652045794763341
-2976.2999999999997,2.0652045794763341
-2975.4000000000001,2.0652045794763341
-2974.5,2.0652045794763341
-2973.5999999999999,2.061492974157634
-2972.6999999999998,2.061492974157634
-2971.7999999999997,2.061492974157634
-2970.9000000000001,2.0652045794763323
-2970,2.061492974157634
-2969.0999999999999,2.061492974157634
-2968.1999999999998,2.061492974157634
-2967.2999999999997,2.061492974157634
-2966.4000000000001,2.061492974157634
-2965.5,2.061492974157634
-2964.5999999999999,2.061492974157634
-2963.6999999999998,2.061492974157634
-2962.7999999999997,2.061492974157634
-2961.9000000000001,2.061492974157634
-2961,2.061492974157634
-2960.0999999999999,2.061492974157634
-2959.1999999999998,2.061492974157634
-2958.2999999999997,2.061492974157634
-2957.4000000000001,2.061492974157634
-2956.5,2.061492974157634
-2955.5999999999999,2.061492974157634
-2954.6999999999998,2.061492974157634
-2953.7999999999997,2.061492974157634
-2952.9000000000001,2.061492974157634
-2952,2.061492974157634
-2951.0999999999999,2.061492974157634
-2950.1999999999998,2.061492974157634
-2949.2999999999997,2.061492974157634
-2948.4000000000001,2.061492974157634
-2947.5,2.061492974157634
-2946.5999999999999,2.061492974157634
-2945.6999999999998,2.061492974157634
-2944.7999999999997,2.061492974157634
-2943.9000000000001,2.061492974157634
-2943,2.061492974157634
-2942.0999999999999,2.061492974157634
-2941.1999999999998,2.061492974157634
-2940.2999999999997,2.061492974157634
-2939.4000000000001,2.061492974157634
-2938.5,2.0577813688389348
-2937.5999999999999,2.061492974157634
-2936.6999999999998,2.061492974157634
-2935.7999999999997,2.0577813688389348
-2934.9000000000001,2.0577813688389348
-2934,2.0577813688389348
-2933.0999999999999,2.0577813688389348
-2932.1999999999998,2.061492974157634
-2931.2999999999997,2.0577813688389348
-2930.4000000000001,2.0614929741576322
-2929.5,2.061492974157634
-2928.5999999999999,2.061492974157634
-2927.6999999999998,2.061492974157634
-2926.7999999999997,2.061492974157634
-2925.9000000000001,2.061492974157634
-2925,2.0577813688389348
-2924.0999999999999,2.061492974157634
-2923.1999999999998,2.0577813688389348
-2922.2999999999997,2.0577813688389348
-2921.4000000000001,2.0577813688389348
-2920.5,2.0577813688389348
-2919.5999999999999,2.0577813688389348
-2918.6999999999998,2.0577813688389348
-2917.7999999999997,2.0577813688389348
-2916.9000000000001,2.0577813688389348
-2916,2.0577813688389348
-2915.0999999999999,2.0577813688389348
-2914.1999999999998,2.0577813688389348
-2913.2999999999997,2.0577813688389348
-2912.4000000000001,2.0577813688389348
-2911.5,2.0577813688389348
-2910.5999999999999,2.0577813688389348
-2909.6999999999998,2.0577813688389348
-2908.7999999999997,2.0577813688389348
-2907.9000000000001,2.0577813688389348
-2907,2.0577813688389348
-2906.0999999999999,2.0577813688389348
-2905.1999999999998,2.0577813688389348
-2904.2999999999997,2.0577813688389348
-2903.4000000000001,2.0577813688389348
-2902.5,2.0577813688389348
-2901.5999999999999,2.0577813688389348
-2900.6999999999998,2.0577813688389348
-2899.7999999999997,2.0577813688389348
-2898.9000000000001,2.0577813688389348
